id_policy;id_client;id_vehicle;id_claim;id_year;claim_amount;claim_nb
A00064268-V01;A00064268;V01;CL01;Year 0;488;1
A00064277-V02;A00064277;V02;CL01;Year 0;940;1
A00064280-V02;A00064280;V02;CL01;Year 0;-560;1
A00064286-V02;A00064286;V02;CL01;Year 0;809;1
A00064287-V01;A00064287;V01;CL01;Year 0;513;1
A00064296-V02;A00064296;V02;CL01;Year 0;1755;1
A00064309-V04;A00064309;V04;CL01;Year 0;7354;1
A00064320-V01;A00064320;V01;CL01;Year 0;3933;1
A00064321-V01;A00064321;V01;CL01;Year 0;619;1
A00064332-V01;A00064332;V01;CL01;Year 0;353;1
A00064342-V02;A00064342;V02;CL01;Year 0;4;1
A00064343-V01;A00064343;V01;CL01;Year 0;37;1
A00064347-V02;A00064347;V02;CL01;Year 0;218;1
A00064349-V02;A00064349;V02;CL01;Year 0;751;1
A00064354-V02;A00064354;V02;CL01;Year 0;-807;1
A00064367-V02;A00064367;V02;CL01;Year 0;271;1
A00064367-V02;A00064367;V02;CL02;Year 0;541;1
A00064380-V02;A00064380;V02;CL01;Year 0;106;1
A00064383-V01;A00064383;V01;CL01;Year 0;110;1
A00064385-V01;A00064385;V01;CL01;Year 0;2488;1
A00064390-V02;A00064390;V02;CL01;Year 0;-209;1
A00064407-V02;A00064407;V02;CL01;Year 0;1668;1
A00064414-V01;A00064414;V01;CL01;Year 0;32;1
A00064415-V01;A00064415;V01;CL01;Year 0;2224;1
A00064419-V01;A00064419;V01;CL01;Year 0;746;1
A00064419-V01;A00064419;V01;CL02;Year 0;2611;1
A00064430-V01;A00064430;V01;CL01;Year 0;6968;1
A00064443-V03;A00064443;V03;CL01;Year 0;1555;1
A00064446-V02;A00064446;V02;CL01;Year 0;141;1
A00064452-V01;A00064452;V01;CL01;Year 0;-870;1
A00064452-V03;A00064452;V03;CL01;Year 0;240;1
A00064461-V01;A00064461;V01;CL01;Year 0;205;1
A00064474-V03;A00064474;V03;CL01;Year 0;1418;1
A00064474-V03;A00064474;V03;CL02;Year 0;445;1
A00064477-V01;A00064477;V01;CL01;Year 0;1421;1
A00064483-V01;A00064483;V01;CL01;Year 0;16;1
A00064483-V01;A00064483;V01;CL02;Year 0;5869;1
A00064486-V01;A00064486;V01;CL01;Year 0;674;1
A00064507-V01;A00064507;V01;CL01;Year 0;185;1
A00064507-V02;A00064507;V02;CL01;Year 0;522;1
A00064524-V01;A00064524;V01;CL01;Year 0;426;1
A00064554-V01;A00064554;V01;CL01;Year 0;3619;1
A00064563-V01;A00064563;V01;CL01;Year 0;-607;1
A00064569-V01;A00064569;V01;CL01;Year 0;980;1
A00064576-V01;A00064576;V01;CL01;Year 0;1529;1
A00064581-V01;A00064581;V01;CL01;Year 0;274;1
A00064584-V01;A00064584;V01;CL01;Year 0;810;1
A00064598-V01;A00064598;V01;CL01;Year 0;-999;1
A00064598-V02;A00064598;V02;CL01;Year 0;1035;1
A00064598-V02;A00064598;V02;CL02;Year 0;2846;1
A00064605-V01;A00064605;V01;CL01;Year 0;321;1
A00064616-V01;A00064616;V01;CL01;Year 0;-441;1
A00064624-V01;A00064624;V01;CL01;Year 0;2501;1
A00064653-V01;A00064653;V01;CL01;Year 0;160;1
A00064667-V01;A00064667;V01;CL01;Year 0;526;1
A00064679-V02;A00064679;V02;CL01;Year 0;2090;1
A00064682-V01;A00064682;V01;CL01;Year 0;493;1
A00064699-V01;A00064699;V01;CL01;Year 0;339;1
A00064700-V02;A00064700;V02;CL01;Year 0;1053;1
A00064706-V01;A00064706;V01;CL01;Year 0;1204;1
A00064718-V01;A00064718;V01;CL01;Year 0;1129;1
A00064718-V01;A00064718;V01;CL02;Year 0;508;1
A00064718-V02;A00064718;V02;CL01;Year 0;7320;1
A00064732-V01;A00064732;V01;CL01;Year 0;637;1
A00064764-V03;A00064764;V03;CL01;Year 0;3424;1
A00064793-V01;A00064793;V01;CL01;Year 0;594;1
A00064814-V01;A00064814;V01;CL01;Year 0;1105;1
A00064820-V02;A00064820;V02;CL01;Year 0;120;1
A00064830-V01;A00064830;V01;CL01;Year 0;-873;1
A00064833-V01;A00064833;V01;CL01;Year 0;214;1
A00064835-V01;A00064835;V01;CL01;Year 0;750;1
A00064843-V01;A00064843;V01;CL01;Year 0;266;1
A00064844-V01;A00064844;V01;CL01;Year 0;750;1
A00064855-V01;A00064855;V01;CL01;Year 0;1286;1
A00064855-V01;A00064855;V01;CL02;Year 0;4618;1
A00064874-V02;A00064874;V02;CL01;Year 0;5259;1
A00064874-V02;A00064874;V02;CL02;Year 0;902;1
A00064881-V02;A00064881;V02;CL01;Year 0;1677;1
A00064903-V01;A00064903;V01;CL01;Year 0;5069;1
A00064910-V01;A00064910;V01;CL01;Year 0;28;1
A00064910-V04;A00064910;V04;CL01;Year 0;89;1
A00064924-V01;A00064924;V01;CL01;Year 0;-1116;1
A00064924-V02;A00064924;V02;CL01;Year 0;5777;1
A00064925-V01;A00064925;V01;CL01;Year 0;1070;1
A00064948-V01;A00064948;V01;CL01;Year 0;592;1
A00064950-V01;A00064950;V01;CL01;Year 0;1968;1
A00064959-V01;A00064959;V01;CL01;Year 0;190;1
A00064975-V01;A00064975;V01;CL01;Year 0;237;1
A00065006-V01;A00065006;V01;CL01;Year 0;688;1
A00065006-V01;A00065006;V01;CL02;Year 0;122;1
A00065017-V02;A00065017;V02;CL01;Year 0;7447;1
A00065019-V01;A00065019;V01;CL01;Year 0;175;1
A00065026-V03;A00065026;V03;CL01;Year 0;1892;1
A00065033-V01;A00065033;V01;CL01;Year 0;-499;1
A00065038-V02;A00065038;V02;CL01;Year 0;3668;1
A00065058-V01;A00065058;V01;CL01;Year 0;539;1
A00065064-V01;A00065064;V01;CL01;Year 0;112;1
A00065089-V01;A00065089;V01;CL01;Year 0;2231;1
A00065090-V03;A00065090;V03;CL01;Year 0;775;1
A00065090-V04;A00065090;V04;CL01;Year 0;1669;1
A00065099-V01;A00065099;V01;CL01;Year 0;1676;1
A00065099-V01;A00065099;V01;CL02;Year 0;698;1
A00065099-V01;A00065099;V01;CL03;Year 0;2131;1
A00065102-V01;A00065102;V01;CL01;Year 0;514;1
A00065117-V01;A00065117;V01;CL01;Year 0;450;1
A00065120-V03;A00065120;V03;CL01;Year 0;1794;1
A00065125-V02;A00065125;V02;CL01;Year 0;1139;1
A00065135-V01;A00065135;V01;CL01;Year 0;3142;1
A00065137-V01;A00065137;V01;CL01;Year 0;551;1
A00065140-V01;A00065140;V01;CL01;Year 0;463;1
A00065160-V01;A00065160;V01;CL01;Year 0;402;1
A00065160-V01;A00065160;V01;CL02;Year 0;115;1
A00065165-V02;A00065165;V02;CL01;Year 0;1253;1
A00065165-V02;A00065165;V02;CL02;Year 0;4012;1
A00065166-V01;A00065166;V01;CL01;Year 0;1422;1
A00065171-V02;A00065171;V02;CL01;Year 0;2459;1
A00065174-V01;A00065174;V01;CL01;Year 0;205;1
A00065178-V01;A00065178;V01;CL01;Year 0;1249;1
A00065183-V01;A00065183;V01;CL01;Year 0;779;1
A00065188-V02;A00065188;V02;CL01;Year 0;-1584;1
A00065191-V01;A00065191;V01;CL01;Year 0;6406;1
A00065193-V03;A00065193;V03;CL01;Year 0;1631;1
A00065198-V06;A00065198;V06;CL01;Year 0;84;1
A00065209-V02;A00065209;V02;CL01;Year 0;1427;1
A00065216-V01;A00065216;V01;CL01;Year 0;3438;1
A00065217-V02;A00065217;V02;CL01;Year 0;1813;1
A00065230-V01;A00065230;V01;CL01;Year 0;122;1
A00065252-V02;A00065252;V02;CL01;Year 0;555;1
A00065260-V01;A00065260;V01;CL01;Year 0;117;1
A00065270-V03;A00065270;V03;CL01;Year 0;652;1
A00065271-V02;A00065271;V02;CL01;Year 0;-1840;1
A00065287-V01;A00065287;V01;CL01;Year 0;209;1
A00065288-V02;A00065288;V02;CL01;Year 0;804;1
A00065295-V02;A00065295;V02;CL01;Year 0;2162;1
A00065298-V01;A00065298;V01;CL01;Year 0;1887;1
A00065308-V01;A00065308;V01;CL01;Year 0;6223;1
A00065321-V01;A00065321;V01;CL01;Year 0;479;1
A00065322-V02;A00065322;V02;CL01;Year 0;4462;1
A00065329-V02;A00065329;V02;CL01;Year 0;4025;1
A00065332-V01;A00065332;V01;CL01;Year 0;1098;1
A00065335-V02;A00065335;V02;CL01;Year 0;527;1
A00065357-V03;A00065357;V03;CL01;Year 0;-276;1
A00065358-V01;A00065358;V01;CL01;Year 0;27;1
A00065360-V02;A00065360;V02;CL01;Year 0;-1037;1
A00065387-V02;A00065387;V02;CL01;Year 0;104;1
A00065387-V02;A00065387;V02;CL02;Year 0;104;1
A00065393-V02;A00065393;V02;CL01;Year 0;1590;1
A00065396-V01;A00065396;V01;CL01;Year 0;2920;1
A00065410-V02;A00065410;V02;CL01;Year 0;498;1
A00065422-V03;A00065422;V03;CL01;Year 0;3541;1
A00065422-V07;A00065422;V07;CL01;Year 0;952;1
A00065447-V01;A00065447;V01;CL01;Year 0;-864;1
A00065447-V01;A00065447;V01;CL02;Year 0;213;1
A00065456-V02;A00065456;V02;CL01;Year 0;923;1
A00065469-V01;A00065469;V01;CL01;Year 0;-787;1
A00065469-V01;A00065469;V01;CL02;Year 0;250;1
A00065475-V01;A00065475;V01;CL01;Year 0;188;1
A00065479-V01;A00065479;V01;CL01;Year 0;1136;1
A00065482-V02;A00065482;V02;CL01;Year 0;556;1
A00065483-V02;A00065483;V02;CL01;Year 0;5326;1
A00065489-V01;A00065489;V01;CL01;Year 0;161;1
A00065512-V02;A00065512;V02;CL01;Year 0;3592;1
A00065512-V02;A00065512;V02;CL02;Year 0;1729;1
A00065526-V01;A00065526;V01;CL01;Year 0;6889;1
A00065529-V01;A00065529;V01;CL01;Year 0;554;1
A00065532-V01;A00065532;V01;CL01;Year 0;524;1
A00065534-V01;A00065534;V01;CL01;Year 0;225;1
A00065534-V02;A00065534;V02;CL01;Year 0;-65;1
A00065539-V01;A00065539;V01;CL01;Year 0;1409;1
A00065546-V01;A00065546;V01;CL01;Year 0;294;1
A00065546-V01;A00065546;V01;CL02;Year 0;1828;1
A00065555-V03;A00065555;V03;CL01;Year 0;861;1
A00065563-V02;A00065563;V02;CL01;Year 0;212;1
A00065563-V03;A00065563;V03;CL01;Year 0;1294;1
A00065565-V02;A00065565;V02;CL01;Year 0;465;1
A00065565-V02;A00065565;V02;CL02;Year 0;2132;1
A00065570-V01;A00065570;V01;CL01;Year 0;1607;1
A00065573-V01;A00065573;V01;CL01;Year 0;1921;1
A00065588-V01;A00065588;V01;CL01;Year 0;108;1
A00065592-V01;A00065592;V01;CL01;Year 0;370;1
A00065592-V01;A00065592;V01;CL02;Year 0;-415;1
A00065597-V04;A00065597;V04;CL01;Year 0;119;1
A00065598-V01;A00065598;V01;CL01;Year 0;1015;1
A00065624-V02;A00065624;V02;CL01;Year 0;699;1
A00065656-V02;A00065656;V02;CL01;Year 0;766;1
A00065657-V02;A00065657;V02;CL01;Year 0;1135;1
A00065657-V03;A00065657;V03;CL01;Year 0;1569;1
A00065661-V01;A00065661;V01;CL01;Year 0;204;1
A00065670-V01;A00065670;V01;CL01;Year 0;1369;1
A00065678-V01;A00065678;V01;CL01;Year 0;641;1
A00065678-V02;A00065678;V02;CL01;Year 0;3586;1
A00065678-V03;A00065678;V03;CL01;Year 0;716;1
A00065697-V02;A00065697;V02;CL01;Year 0;4249;1
A00065698-V01;A00065698;V01;CL01;Year 0;791;1
A00065698-V02;A00065698;V02;CL01;Year 0;1052;1
A00065704-V01;A00065704;V01;CL01;Year 0;1184;1
A00065704-V02;A00065704;V02;CL01;Year 0;698;1
A00065714-V04;A00065714;V04;CL01;Year 0;1454;1
A00065727-V03;A00065727;V03;CL01;Year 0;146;1
A00065730-V03;A00065730;V03;CL01;Year 0;1570;1
A00065734-V01;A00065734;V01;CL01;Year 0;597;1
A00065739-V02;A00065739;V02;CL01;Year 0;38;1
A00065739-V02;A00065739;V02;CL02;Year 0;3268;1
A00065744-V01;A00065744;V01;CL01;Year 0;548;1
A00065745-V01;A00065745;V01;CL01;Year 0;193;1
A00065750-V01;A00065750;V01;CL01;Year 0;4719;1
A00065757-V02;A00065757;V02;CL01;Year 0;410;1
A00065768-V01;A00065768;V01;CL01;Year 0;-1480;1
A00065773-V01;A00065773;V01;CL01;Year 0;1050;1
A00065773-V02;A00065773;V02;CL01;Year 0;109;1
A00065774-V01;A00065774;V01;CL01;Year 0;2603;1
A00065778-V02;A00065778;V02;CL01;Year 0;569;1
A00065778-V04;A00065778;V04;CL01;Year 0;-1472;1
A00065791-V01;A00065791;V01;CL01;Year 0;637;1
A00065795-V03;A00065795;V03;CL01;Year 0;75;1
A00065797-V01;A00065797;V01;CL01;Year 0;584;1
A00065814-V01;A00065814;V01;CL01;Year 0;2636;1
A00065820-V01;A00065820;V01;CL01;Year 0;153;1
A00065823-V01;A00065823;V01;CL01;Year 0;1466;1
A00065824-V03;A00065824;V03;CL01;Year 0;3438;1
A00065828-V01;A00065828;V01;CL01;Year 0;192;1
A00065835-V01;A00065835;V01;CL01;Year 0;597;1
A00065837-V01;A00065837;V01;CL01;Year 0;201;1
A00065844-V04;A00065844;V04;CL01;Year 0;879;1
A00065852-V02;A00065852;V02;CL01;Year 0;146;1
A00065862-V01;A00065862;V01;CL01;Year 0;1095;1
A00065862-V01;A00065862;V01;CL02;Year 0;4301;1
A00065863-V01;A00065863;V01;CL01;Year 0;3526;1
A00065864-V01;A00065864;V01;CL01;Year 0;4396;1
A00065877-V01;A00065877;V01;CL01;Year 0;7477;1
A00065892-V01;A00065892;V01;CL01;Year 0;475;1
A00065904-V01;A00065904;V01;CL01;Year 0;229;1
A00065907-V02;A00065907;V02;CL01;Year 0;114;1
A00065913-V02;A00065913;V02;CL01;Year 0;3310;1
A00065923-V01;A00065923;V01;CL01;Year 0;400;1
A00065931-V03;A00065931;V03;CL01;Year 0;784;1
A00065936-V01;A00065936;V01;CL01;Year 0;833;1
A00065939-V01;A00065939;V01;CL01;Year 0;480;1
A00065946-V01;A00065946;V01;CL01;Year 0;574;1
A00065948-V03;A00065948;V03;CL01;Year 0;1753;1
A00065956-V03;A00065956;V03;CL01;Year 0;2225;1
A00065959-V02;A00065959;V02;CL01;Year 0;3596;1
A00065959-V03;A00065959;V03;CL01;Year 0;-645;1
A00065961-V01;A00065961;V01;CL01;Year 0;124;1
A00065979-V01;A00065979;V01;CL01;Year 0;93;1
A00065979-V01;A00065979;V01;CL02;Year 0;1511;1
A00065997-V01;A00065997;V01;CL01;Year 0;1299;1
A00066002-V01;A00066002;V01;CL01;Year 0;138;1
A00066011-V01;A00066011;V01;CL01;Year 0;340;1
A00066014-V01;A00066014;V01;CL01;Year 0;202;1
A00066022-V01;A00066022;V01;CL01;Year 0;389;1
A00066022-V01;A00066022;V01;CL02;Year 0;147;1
A00066039-V01;A00066039;V01;CL01;Year 0;-754;1
A00066044-V01;A00066044;V01;CL01;Year 0;476;1
A00066050-V01;A00066050;V01;CL01;Year 0;1251;1
A00066058-V01;A00066058;V01;CL01;Year 0;293;1
A00066062-V01;A00066062;V01;CL01;Year 0;771;1
A00066066-V04;A00066066;V04;CL01;Year 0;199;1
A00066071-V02;A00066071;V02;CL01;Year 0;-1153;1
A00066075-V01;A00066075;V01;CL01;Year 0;186;1
A00066075-V02;A00066075;V02;CL01;Year 0;1438;1
A00066079-V01;A00066079;V01;CL01;Year 0;603;1
A00066083-V02;A00066083;V02;CL01;Year 0;175;1
A00066088-V01;A00066088;V01;CL01;Year 0;2009;1
A00066090-V02;A00066090;V02;CL01;Year 0;620;1
A00066092-V01;A00066092;V01;CL01;Year 0;163;1
A00066110-V01;A00066110;V01;CL01;Year 0;5517;1
A00066118-V01;A00066118;V01;CL01;Year 0;3136;1
A00066128-V07;A00066128;V07;CL01;Year 0;1789;1
A00066128-V07;A00066128;V07;CL02;Year 0;-740;1
A00066135-V02;A00066135;V02;CL01;Year 0;3104;1
A00066139-V01;A00066139;V01;CL01;Year 0;595;1
A00066139-V02;A00066139;V02;CL01;Year 0;378;1
A00066156-V01;A00066156;V01;CL01;Year 0;2522;1
A00066168-V01;A00066168;V01;CL01;Year 0;-560;1
A00066181-V01;A00066181;V01;CL01;Year 0;465;1
A00066184-V01;A00066184;V01;CL01;Year 0;244;1
A00066196-V01;A00066196;V01;CL01;Year 0;3851;1
A00066196-V01;A00066196;V01;CL02;Year 0;540;1
A00066196-V01;A00066196;V01;CL03;Year 0;312;1
A00066196-V01;A00066196;V01;CL04;Year 0;201;1
A00066206-V01;A00066206;V01;CL01;Year 0;854;1
A00066206-V01;A00066206;V01;CL02;Year 0;548;1
A00066242-V01;A00066242;V01;CL01;Year 0;629;1
A00066246-V01;A00066246;V01;CL01;Year 0;541;1
A00066254-V01;A00066254;V01;CL01;Year 0;3995;1
A00066256-V02;A00066256;V02;CL01;Year 0;264;1
A00066264-V01;A00066264;V01;CL01;Year 0;968;1
A00066271-V01;A00066271;V01;CL01;Year 0;-18;1
A00066278-V01;A00066278;V01;CL01;Year 0;1090;1
A00066281-V02;A00066281;V02;CL01;Year 0;11165;1
A00066282-V01;A00066282;V01;CL01;Year 0;692;1
A00066282-V02;A00066282;V02;CL01;Year 0;8857;1
A00066287-V02;A00066287;V02;CL01;Year 0;764;1
A00066292-V01;A00066292;V01;CL01;Year 0;1342;1
A00066292-V01;A00066292;V01;CL02;Year 0;1485;1
A00066298-V01;A00066298;V01;CL01;Year 0;86;1
A00066298-V01;A00066298;V01;CL02;Year 0;2276;1
A00066308-V01;A00066308;V01;CL01;Year 0;2054;1
A00066336-V01;A00066336;V01;CL01;Year 0;-792;1
A00066337-V02;A00066337;V02;CL01;Year 0;520;1
A00066343-V01;A00066343;V01;CL01;Year 0;788;1
A00066345-V01;A00066345;V01;CL01;Year 0;878;1
A00066349-V01;A00066349;V01;CL01;Year 0;2829;1
A00066353-V03;A00066353;V03;CL01;Year 0;106;1
A00066364-V01;A00066364;V01;CL01;Year 0;589;1
A00066367-V02;A00066367;V02;CL01;Year 0;753;1
A00066376-V01;A00066376;V01;CL01;Year 0;-985;1
A00066386-V03;A00066386;V03;CL01;Year 0;79;1
A00066394-V01;A00066394;V01;CL01;Year 0;195;1
A00066404-V01;A00066404;V01;CL01;Year 0;1215;1
A00066406-V02;A00066406;V02;CL01;Year 0;1158;1
A00066406-V03;A00066406;V03;CL01;Year 0;120;1
A00066417-V01;A00066417;V01;CL01;Year 0;1512;1
A00066430-V01;A00066430;V01;CL01;Year 0;-20;1
A00066437-V01;A00066437;V01;CL01;Year 0;112;1
A00066440-V01;A00066440;V01;CL01;Year 0;496;1
A00066440-V01;A00066440;V01;CL02;Year 0;168;1
A00066447-V01;A00066447;V01;CL01;Year 0;725;1
A00066455-V01;A00066455;V01;CL01;Year 0;1120;1
A00066462-V01;A00066462;V01;CL01;Year 0;1933;1
A00066464-V04;A00066464;V04;CL01;Year 0;399;1
A00066464-V04;A00066464;V04;CL02;Year 0;2046;1
A00066465-V01;A00066465;V01;CL01;Year 0;876;1
A00066473-V01;A00066473;V01;CL01;Year 0;2289;1
A00066475-V01;A00066475;V01;CL01;Year 0;526;1
A00066485-V01;A00066485;V01;CL01;Year 0;347;1
A00066485-V01;A00066485;V01;CL02;Year 0;287;1
A00066492-V01;A00066492;V01;CL01;Year 0;1424;1
A00066509-V01;A00066509;V01;CL01;Year 0;72;1
A00066510-V01;A00066510;V01;CL01;Year 0;537;1
A00066518-V01;A00066518;V01;CL01;Year 0;583;1
A00066521-V01;A00066521;V01;CL01;Year 0;-25;1
A00066530-V04;A00066530;V04;CL01;Year 0;1334;1
A00066541-V01;A00066541;V01;CL01;Year 0;604;1
A00066552-V02;A00066552;V02;CL01;Year 0;223;1
A00066552-V02;A00066552;V02;CL02;Year 0;-20;1
A00066554-V01;A00066554;V01;CL01;Year 0;7534;1
A00066565-V01;A00066565;V01;CL01;Year 0;1296;1
A00066565-V01;A00066565;V01;CL02;Year 0;3635;1
A00066568-V01;A00066568;V01;CL01;Year 0;1731;1
A00066573-V02;A00066573;V02;CL01;Year 0;72;1
A00066586-V01;A00066586;V01;CL01;Year 0;-713;1
A00066586-V01;A00066586;V01;CL02;Year 0;705;1
A00066593-V02;A00066593;V02;CL01;Year 0;206;1
A00066594-V01;A00066594;V01;CL01;Year 0;3734;1
A00066596-V01;A00066596;V01;CL01;Year 0;99;1
A00066597-V01;A00066597;V01;CL01;Year 0;1205;1
A00066598-V01;A00066598;V01;CL01;Year 0;589;1
A00066599-V01;A00066599;V01;CL01;Year 0;122;1
A00066604-V01;A00066604;V01;CL01;Year 0;-99;1
A00066626-V01;A00066626;V01;CL01;Year 0;590;1
A00066627-V01;A00066627;V01;CL01;Year 0;1389;1
A00066633-V04;A00066633;V04;CL01;Year 0;-1074;1
A00066635-V01;A00066635;V01;CL01;Year 0;2531;1
A00066648-V01;A00066648;V01;CL01;Year 0;1373;1
A00066653-V01;A00066653;V01;CL01;Year 0;594;1
A00066653-V03;A00066653;V03;CL01;Year 0;4741;1
A00066653-V03;A00066653;V03;CL02;Year 0;4925;1
A00066656-V01;A00066656;V01;CL01;Year 0;192;1
A00066664-V01;A00066664;V01;CL01;Year 0;1608;1
A00066665-V01;A00066665;V01;CL01;Year 0;2403;1
A00066668-V01;A00066668;V01;CL01;Year 0;2285;1
A00066668-V02;A00066668;V02;CL01;Year 0;613;1
A00066680-V01;A00066680;V01;CL01;Year 0;-797;1
A00066684-V02;A00066684;V02;CL01;Year 0;67;1
A00066684-V02;A00066684;V02;CL02;Year 0;1500;1
A00066706-V01;A00066706;V01;CL01;Year 0;6673;1
A00066707-V01;A00066707;V01;CL01;Year 0;3049;1
A00066709-V01;A00066709;V01;CL01;Year 0;629;1
A00066719-V01;A00066719;V01;CL01;Year 0;2312;1
A00066719-V03;A00066719;V03;CL01;Year 0;2168;1
A00066728-V01;A00066728;V01;CL01;Year 0;944;1
A00066730-V02;A00066730;V02;CL01;Year 0;561;1
A00066744-V01;A00066744;V01;CL01;Year 0;619;1
A00066764-V01;A00066764;V01;CL01;Year 0;-869;1
A00066764-V01;A00066764;V01;CL02;Year 0;-393;1
A00066764-V02;A00066764;V02;CL01;Year 0;66;1
A00066775-V01;A00066775;V01;CL01;Year 0;160;1
A00066778-V01;A00066778;V01;CL01;Year 0;222;1
A00066779-V02;A00066779;V02;CL01;Year 0;-1301;1
A00066789-V02;A00066789;V02;CL01;Year 0;1243;1
A00066794-V01;A00066794;V01;CL01;Year 0;751;1
A00066797-V02;A00066797;V02;CL01;Year 0;453;1
A00066807-V01;A00066807;V01;CL01;Year 0;2016;1
A00066807-V03;A00066807;V03;CL01;Year 0;162;1
A00066807-V04;A00066807;V04;CL01;Year 0;1388;1
A00066820-V01;A00066820;V01;CL01;Year 0;3354;1
A00066823-V01;A00066823;V01;CL01;Year 0;721;1
A00066834-V03;A00066834;V03;CL01;Year 0;2970;1
A00066848-V01;A00066848;V01;CL01;Year 0;191;1
A00066848-V01;A00066848;V01;CL02;Year 0;1842;1
A00066857-V01;A00066857;V01;CL01;Year 0;4520;1
A00066864-V02;A00066864;V02;CL01;Year 0;80;1
A00066873-V01;A00066873;V01;CL01;Year 0;2185;1
A00066875-V01;A00066875;V01;CL01;Year 0;754;1
A00066887-V01;A00066887;V01;CL01;Year 0;250;1
A00066900-V02;A00066900;V02;CL01;Year 0;1217;1
A00066906-V01;A00066906;V01;CL01;Year 0;183;1
A00066928-V01;A00066928;V01;CL01;Year 0;408;1
A00066940-V01;A00066940;V01;CL01;Year 0;-950;1
A00066947-V01;A00066947;V01;CL01;Year 0;5910;1
A00066950-V01;A00066950;V01;CL01;Year 0;496;1
A00066951-V01;A00066951;V01;CL01;Year 0;322;1
A00066951-V01;A00066951;V01;CL02;Year 0;570;1
A00066954-V01;A00066954;V01;CL01;Year 0;1087;1
A00066954-V02;A00066954;V02;CL01;Year 0;3573;1
A00066968-V02;A00066968;V02;CL01;Year 0;212;1
A00066969-V01;A00066969;V01;CL01;Year 0;81;1
A00066970-V01;A00066970;V01;CL01;Year 0;977;1
A00066972-V01;A00066972;V01;CL01;Year 0;259;1
A00066995-V01;A00066995;V01;CL01;Year 0;3882;1
A00067003-V01;A00067003;V01;CL01;Year 0;-766;1
A00067018-V02;A00067018;V02;CL01;Year 0;2055;1
A00067022-V01;A00067022;V01;CL01;Year 0;1560;1
A00067035-V01;A00067035;V01;CL01;Year 0;2279;1
A00067039-V01;A00067039;V01;CL01;Year 0;332;1
A00067039-V01;A00067039;V01;CL02;Year 0;-1034;1
A00067039-V02;A00067039;V02;CL01;Year 0;1061;1
A00067044-V02;A00067044;V02;CL01;Year 0;188;1
A00067051-V01;A00067051;V01;CL01;Year 0;2323;1
A00067051-V01;A00067051;V01;CL02;Year 0;-717;1
A00067057-V02;A00067057;V02;CL01;Year 0;192;1
A00067058-V02;A00067058;V02;CL01;Year 0;2335;1
A00067058-V02;A00067058;V02;CL02;Year 0;938;1
A00067059-V01;A00067059;V01;CL01;Year 0;652;1
A00067071-V01;A00067071;V01;CL01;Year 0;1933;1
A00067074-V02;A00067074;V02;CL01;Year 0;1568;1
A00067074-V02;A00067074;V02;CL02;Year 0;702;1
A00067080-V01;A00067080;V01;CL01;Year 0;794;1
A00067085-V03;A00067085;V03;CL01;Year 0;725;1
A00067086-V01;A00067086;V01;CL01;Year 0;-895;1
A00067086-V02;A00067086;V02;CL01;Year 0;-1038;1
A00067088-V02;A00067088;V02;CL01;Year 0;4747;1
A00067089-V02;A00067089;V02;CL01;Year 0;3411;1
A00067092-V01;A00067092;V01;CL01;Year 0;1478;1
A00067094-V01;A00067094;V01;CL01;Year 0;-1574;1
A00067095-V01;A00067095;V01;CL01;Year 0;-536;1
A00067101-V03;A00067101;V03;CL01;Year 0;774;1
A00067104-V02;A00067104;V02;CL01;Year 0;-493;1
A00067120-V01;A00067120;V01;CL01;Year 0;-616;1
A00067124-V01;A00067124;V01;CL01;Year 0;1017;1
A00067127-V01;A00067127;V01;CL01;Year 0;4519;1
A00067132-V01;A00067132;V01;CL01;Year 0;938;1
A00067132-V02;A00067132;V02;CL01;Year 0;184;1
A00067134-V01;A00067134;V01;CL01;Year 0;862;1
A00067143-V02;A00067143;V02;CL01;Year 0;955;1
A00067145-V01;A00067145;V01;CL01;Year 0;1443;1
A00067145-V01;A00067145;V01;CL02;Year 0;1194;1
A00067148-V02;A00067148;V02;CL01;Year 0;1297;1
A00067148-V03;A00067148;V03;CL01;Year 0;2712;1
A00067153-V03;A00067153;V03;CL01;Year 0;3082;1
A00067159-V01;A00067159;V01;CL01;Year 0;5;1
A00067163-V01;A00067163;V01;CL01;Year 0;1682;1
A00067170-V03;A00067170;V03;CL01;Year 0;7376;1
A00067187-V02;A00067187;V02;CL01;Year 0;1252;1
A00067187-V02;A00067187;V02;CL02;Year 0;902;1
A00067189-V02;A00067189;V02;CL01;Year 0;4036;1
A00067189-V04;A00067189;V04;CL01;Year 0;982;1
A00067194-V01;A00067194;V01;CL01;Year 0;2886;1
A00067194-V01;A00067194;V01;CL02;Year 0;3138;1
A00067237-V01;A00067237;V01;CL01;Year 0;631;1
A00067243-V01;A00067243;V01;CL01;Year 0;630;1
A00067243-V01;A00067243;V01;CL02;Year 0;965;1
A00067257-V01;A00067257;V01;CL01;Year 0;-233;1
A00067258-V01;A00067258;V01;CL01;Year 0;199;1
A00067258-V03;A00067258;V03;CL01;Year 0;-500;1
A00067264-V01;A00067264;V01;CL01;Year 0;362;1
A00067264-V01;A00067264;V01;CL02;Year 0;115;1
A00067265-V01;A00067265;V01;CL01;Year 0;3421;1
A00067274-V02;A00067274;V02;CL01;Year 0;136;1
A00067280-V03;A00067280;V03;CL01;Year 0;1005;1
